catalog,name,year,period,id,header,type,link
1a,A01 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU POWAŻNEGO URAZU *,2016,2016,33323830-3834-5254-4a50-503030303030,Histogram czasu pobytu,histograms,/histogram-data/33323830-3834-5254-4a50-503030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2016,2016,33323833-3338-5254-4150-503030303030,Dane ogólne,general-data,/basic-data/33323833-3338-5254-4150-503030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2016,2016,33323833-3338-5254-4450-503030303030,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,/hospitalizations-by-discharge-type/33323833-3338-5254-4450-503030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2016,2016,33323833-3338-5254-4250-503030303030,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,/hospitalizations-by-patient-gender/33323833-3338-5254-4250-503030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2016,2016,33323833-3338-3330-3030-303030303030,Procedury ICD 9,icd-9-procedures,/icd9-procedures/33323833-3338-3330-3030-303030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2016,2016,33323833-3338-5254-4350-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,/hospitalizations-by-admission-type/33323833-3338-5254-4350-503030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2016,2016,33323833-3338-3165-4130-323030303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323833-3338-3165-4130-323030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2016,2016,33323833-3338-5254-4750-503030303030,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,/hospitalizations-by-patient-age/33323833-3338-5254-4750-503030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2016,2016,33323833-3338-5254-4b50-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,/hospitalizations-by-admission-type-nfz-categorized/33323833-3338-5254-4b50-503030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2016,2016,33323833-3338-5254-4850-503030303030,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,/hospitalizations-by-healthcare-service/33323833-3338-5254-4850-503030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2016,2016,33323833-3338-5254-4950-503030303030,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,/hospitalizations-by-product-category/33323833-3338-5254-4950-503030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2016,2016,33323833-3338-3265-4130-323030303030,Rozpoznania ICD 10  - Kody dodatkowe listy A02,icd-10-diseases,/icd10-diseases/33323833-3338-3265-4130-323030303030
1a,A02 ZABIEGI WEWNĄTRZCZASZKOWE Z POWODU URAZU *,2016,2016,33323833-3338-5254-4a50-503030303030,Histogram czasu pobytu,histograms,/histogram-data/33323833-3338-5254-4a50-503030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-3274-4131-303030303030,Procedury ICD 9  - Kody dodatkowe listy A1,icd-9-procedures,/icd9-procedures/33323739-3034-3274-4131-303030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-5254-4150-503030303030,Dane ogólne,general-data,/basic-data/33323739-3034-5254-4150-503030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-3174-4130-333030303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323739-3034-3174-4130-333030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-3178-4130-336130303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323739-3034-3178-4130-336130303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-3278-4130-333030303030,Rozpoznania ICD 10  - Kody dodatkowe listy A03,icd-10-diseases,/icd10-diseases/33323739-3034-3278-4130-333030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-326a-4130-333030303030,Rozpoznania ICD 10  - Kody dodatkowe listy A03,icd-10-diseases,/icd10-diseases/33323739-3034-326a-4130-333030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-316a-4130-333030303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323739-3034-316a-4130-333030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-5254-4250-503030303030,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,/hospitalizations-by-patient-gender/33323739-3034-5254-4250-503030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-3274-4130-343030303030,Procedury ICD 9  - Kody dodatkowe listy A04,icd-9-procedures,/icd9-procedures/33323739-3034-3274-4130-343030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-326a-4131-303030303030,Procedury ICD 9  - Kody dodatkowe listy A1,icd-9-procedures,/icd9-procedures/33323739-3034-326a-4131-303030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-5254-4450-503030303030,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,/hospitalizations-by-discharge-type/33323739-3034-5254-4450-503030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-326a-4130-343030303030,Procedury ICD 9  - Kody dodatkowe listy A04,icd-9-procedures,/icd9-procedures/33323739-3034-326a-4130-343030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-3330-3030-303030303030,Procedury ICD 9,icd-9-procedures,/icd9-procedures/33323739-3034-3330-3030-303030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-5254-4350-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,/hospitalizations-by-admission-type/33323739-3034-5254-4350-503030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-5254-4b50-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,/hospitalizations-by-admission-type-nfz-categorized/33323739-3034-5254-4b50-503030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-5254-4850-503030303030,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,/hospitalizations-by-healthcare-service/33323739-3034-5254-4850-503030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-5254-4a50-503030303030,Histogram czasu pobytu,histograms,/histogram-data/33323739-3034-5254-4a50-503030303030
1a,A03 WSZCZEPIENIE STYMULATORA STRUKTUR GŁĘBOKICH MÓZGU/STYMULATORA NERWU BŁĘDNEGO *,2016,2016,33323739-3034-5254-4750-503030303030,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,/hospitalizations-by-patient-age/33323739-3034-5254-4750-503030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-5254-4750-503030303030,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,/hospitalizations-by-patient-age/33323831-3830-5254-4750-503030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-5254-4a50-503030303030,Histogram czasu pobytu,histograms,/histogram-data/33323831-3830-5254-4a50-503030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-5254-4b50-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,/hospitalizations-by-admission-type-nfz-categorized/33323831-3830-5254-4b50-503030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-5254-4850-503030303030,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,/hospitalizations-by-healthcare-service/33323831-3830-5254-4850-503030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-5254-4150-503030303030,Dane ogólne,general-data,/basic-data/33323831-3830-5254-4150-503030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-5254-4350-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,/hospitalizations-by-admission-type/33323831-3830-5254-4350-503030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-5254-4250-503030303030,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,/hospitalizations-by-patient-gender/33323831-3830-5254-4250-503030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-5254-4450-503030303030,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,/hospitalizations-by-discharge-type/33323831-3830-5254-4450-503030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-3265-4130-343030303030,Rozpoznania ICD 10  - Kody dodatkowe listy A04,icd-10-diseases,/icd10-diseases/33323831-3830-3265-4130-343030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-3276-4136-303030303030,Rozpoznania ICD 10  - Kody dodatkowe listy A6,icd-10-diseases,/icd10-diseases/33323831-3830-3276-4136-303030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-3330-3030-303030303030,Procedury ICD 9,icd-9-procedures,/icd9-procedures/33323831-3830-3330-3030-303030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-3176-4130-343030303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323831-3830-3176-4130-343030303030
1a,A04 WSZCZEPIENIE/WYMIANA STYMULATORA RDZENIA KRĘGOWEGO LUB WYMIANA GENERATORA DO STYMULACJI STRUKTUR GŁĘBOKICH MÓZGU *,2016,2016,33323831-3830-3165-4130-343030303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323831-3830-3165-4130-343030303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-5254-4350-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,/hospitalizations-by-admission-type/33323739-3734-5254-4350-503030303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-3178-4131-315f6f303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323739-3734-3178-4131-315f6f303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-5254-4150-503030303030,Dane ogólne,general-data,/basic-data/33323739-3734-5254-4150-503030303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-3278-4f30-303030303030,Rozpoznania ICD 10  - Kody dodatkowe listy O,icd-10-diseases,/icd10-diseases/33323739-3734-3278-4f30-303030303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-5254-4450-503030303030,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,/hospitalizations-by-discharge-type/33323739-3734-5254-4450-503030303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-5254-4250-503030303030,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,/hospitalizations-by-patient-gender/33323739-3734-5254-4250-503030303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-3178-4131-314130303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323739-3734-3178-4131-314130303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-3178-4131-314230303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323739-3734-3178-4131-314230303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-3330-3030-303030303030,Procedury ICD 9,icd-9-procedures,/icd9-procedures/33323739-3734-3330-3030-303030303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-5254-4b50-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,/hospitalizations-by-admission-type-nfz-categorized/33323739-3734-5254-4b50-503030303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-5254-4950-503030303030,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,/hospitalizations-by-product-category/33323739-3734-5254-4950-503030303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-5254-4850-503030303030,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,/hospitalizations-by-healthcare-service/33323739-3734-5254-4850-503030303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-5254-4a50-503030303030,Histogram czasu pobytu,histograms,/histogram-data/33323739-3734-5254-4a50-503030303030
1a,A11 KOMPLEKSOWE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323739-3734-5254-4750-503030303030,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,/hospitalizations-by-patient-age/33323739-3734-5254-4750-503030303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-5254-4150-503030303030,Dane ogólne,general-data,/basic-data/33323738-3939-5254-4150-503030303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-3278-4f30-303030303030,Rozpoznania ICD 10  - Kody dodatkowe listy O,icd-10-diseases,/icd10-diseases/33323738-3939-3278-4f30-303030303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-5254-4350-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,/hospitalizations-by-admission-type/33323738-3939-5254-4350-503030303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-3330-3030-303030303030,Procedury ICD 9,icd-9-procedures,/icd9-procedures/33323738-3939-3330-3030-303030303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-3178-4131-324230303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323738-3939-3178-4131-324230303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-5254-4450-503030303030,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,/hospitalizations-by-discharge-type/33323738-3939-5254-4450-503030303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-5254-4250-503030303030,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,/hospitalizations-by-patient-gender/33323738-3939-5254-4250-503030303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-3178-4131-325f6f303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323738-3939-3178-4131-325f6f303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-3178-4131-324130303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323738-3939-3178-4131-324130303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-5254-4b50-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,/hospitalizations-by-admission-type-nfz-categorized/33323738-3939-5254-4b50-503030303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-5254-4850-503030303030,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,/hospitalizations-by-healthcare-service/33323738-3939-5254-4850-503030303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-5254-4a50-503030303030,Histogram czasu pobytu,histograms,/histogram-data/33323738-3939-5254-4a50-503030303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-5254-4950-503030303030,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,/hospitalizations-by-product-category/33323738-3939-5254-4950-503030303030
1a,A12 DUŻE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323738-3939-5254-4750-503030303030,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,/hospitalizations-by-patient-age/33323738-3939-5254-4750-503030303030
1a,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323830-3138-5254-4150-503030303030,Dane ogólne,general-data,/basic-data/33323830-3138-5254-4150-503030303030
1a,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323830-3138-3161-4131-333030303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323830-3138-3161-4131-333030303030
1a,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323830-3138-3330-3030-303030303030,Procedury ICD 9,icd-9-procedures,/icd9-procedures/33323830-3138-3330-3030-303030303030
1a,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323830-3138-5254-4250-503030303030,Liczba hospitalizacji i czas pobytu pacjenta ze względu na płeć pacjenta,hospitalization-by-gender,/hospitalizations-by-patient-gender/33323830-3138-5254-4250-503030303030
1a,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323830-3138-5254-4450-503030303030,Liczba hospitalizacji ze względu na tryb wypisu pacjenta,hospitalization-by-discharge,/hospitalizations-by-discharge-type/33323830-3138-5254-4450-503030303030
1a,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323830-3138-5254-4350-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta,hospitalization-by-admission,/hospitalizations-by-admission-type/33323830-3138-5254-4350-503030303030
1a,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323830-3138-3161-4131-334230303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323830-3138-3161-4131-334230303030
1a,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323830-3138-3161-4131-334130303030,Procedury ICD 9  - Kody listy kierunkowej,icd-9-procedures,/icd9-procedures/33323830-3138-3161-4131-334130303030
1a,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323830-3138-5254-4750-503030303030,Liczba hospitalizacji i czas pobytu ze względu na wiek pacjenta,hospitalization-by-age,/hospitalizations-by-patient-age/33323830-3138-5254-4750-503030303030
1a,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323830-3138-5254-4b50-503030303030,Liczba hospitalizacji i czas pobytu ze względu na tryb przyjęcia pacjenta - kategoryzacja NFZ,hospitalization-by-admission-nfz,/hospitalizations-by-admission-type-nfz-categorized/33323830-3138-5254-4b50-503030303030
1a,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323830-3138-5254-4950-503030303030,Kategorie produktów sumowanych do JGP - kategoryzacja NFZ,product-categories,/hospitalizations-by-product-category/33323830-3138-5254-4950-503030303030
1a,A13 ŚREDNIE ZABIEGI WEWNĄTRZCZASZKOWE *,2016,2016,33323830-3138-5254-4850-503030303030,Liczba hospitalizacji i czas pobytu ze względu na zakres świadczeń,hospitalization-by-service,/hospitalizations-by-healthcare-service/33323830-3138-5254-4850-503030303030
